"user_id","perk_assigned"
"513322","Free Bag"
"513338","Exclusive Discount"
"513339","Free Night"
"513345","Free Meal"
"513347","Exclusive Discount"
"513366","Free Night"
"513381","Free Meal"
"513387","Free Meal"
"513397","Free Cancellation"
"513402","Free Night"
"513408","Exclusive Discount"
"513422","Free Night"
"513425","Free Meal"
"513438","Free Bag"
"513441","Free Cancellation"
"513470","Free Meal"
"513495","Free Night"
"513497","Free Night"
"513509","Free Night"
"513543","Free Cancellation"
"513546","Free Night"
"513555","Free Bag"
"513568","Free Meal"
"513569","Free Night"
"513582","Free Bag"
"513602","Free Night"
"513611","Exclusive Discount"
"513613","Free Bag"
"513620","Exclusive Discount"
"513625","Free Cancellation"
"513627","Free Meal"
"513628","Exclusive Discount"
"513638","Free Meal"
"513659","Free Bag"
"513661","Exclusive Discount"
"513683","Free Night"
"513714","Free Bag"
"513721","Free Cancellation"
"513742","Free Meal"
"513761","Free Bag"
"513776","Free Meal"
"513787","Free Night"
"513791","Exclusive Discount"
"513796","Free Bag"
"513800","Free Meal"
"513807","Free Cancellation"
"513823","Free Night"
"513826","Exclusive Discount"
"513844","Free Night"
"513853","Free Meal"
"513856","Exclusive Discount"
"513860","Free Meal"
"513869","Free Bag"
"513875","Free Cancellation"
"513917","Free Night"
"513926","Free Night"
"513933","Free Cancellation"
"513953","Exclusive Discount"
"513956","Exclusive Discount"
"513964","Free Cancellation"
"513967","Free Night"
"513995","Free Meal"
"514002","Free Cancellation"
"514003","Free Bag"
"514021","Free Meal"
"514023","Free Meal"
"514053","Exclusive Discount"
"514071","Free Cancellation"
"514076","Free Meal"
"514113","Free Meal"
"514132","Free Meal"
"514133","Free Bag"
"514164","Free Night"
"514167","Free Cancellation"
"514206","Exclusive Discount"
"514208","Free Night"
"514210","Free Night"
"514215","Free Night"
"514235","Free Meal"
"514261","Free Night"
"514275","Free Night"
"514289","Free Night"
"514300","Free Cancellation"
"514315","Free Night"
"514318","Exclusive Discount"
"514324","Exclusive Discount"
"514337","Free Night"
"514342","Free Bag"
"514344","Free Meal"
"514370","Exclusive Discount"
"514384","Free Night"
"514395","Free Bag"
"514457","Free Bag"
"514460","Exclusive Discount"
"514461","Free Meal"
"514501","Free Meal"
"514503","Exclusive Discount"
"514515","Free Bag"
"514526","Exclusive Discount"
"514551","Free Night"
"514586","Free Night"
"514589","Free Night"
"514617","Free Meal"
"514623","Free Meal"
"514627","Exclusive Discount"
"514638","Exclusive Discount"
"514639","Free Meal"
"514642","Free Meal"
"514660","Free Meal"
"514675","Free Bag"
"514682","Exclusive Discount"
"514684","Free Night"
"514689","Free Night"
"514737","Free Meal"
"514785","Exclusive Discount"
"514810","Exclusive Discount"
"514830","Free Bag"
"514867","Free Meal"
"514876","Free Night"
"514892","Free Night"
"514893","Free Meal"
"514899","Free Night"
"514925","Free Cancellation"
"514926","Exclusive Discount"
"514931","Exclusive Discount"
"514944","Exclusive Discount"
"514951","Free Bag"
"514953","Free Bag"
"514980","Free Night"
"514981","Exclusive Discount"
"515004","Free Meal"
"515013","Free Night"
"515020","Free Cancellation"
"515030","Free Bag"
"515051","Free Bag"
"515058","Free Cancellation"
"515060","Exclusive Discount"
"515085","Free Meal"
"515103","Free Night"
"515124","Free Cancellation"
"515131","Free Night"
"515139","Free Cancellation"
"515161","Free Meal"
"515168","Free Meal"
"515182","Free Cancellation"
"515198","Free Night"
"515200","Free Night"
"515202","Free Meal"
"515205","Free Bag"
"515229","Free Meal"
"515240","Free Meal"
"515243","Free Bag"
"515258","Exclusive Discount"
"515271","Free Meal"
"515274","Free Cancellation"
"515306","Free Bag"
"515330","Free Bag"
"515344","Exclusive Discount"
"515398","Free Meal"
"515409","Free Meal"
"515421","Free Cancellation"
"515423","Free Bag"
"515436","Free Night"
"515478","Free Meal"
"515490","Free Meal"
"515502","Free Night"
"515514","Free Night"
"515516","Free Night"
"515523","Free Bag"
"515529","Exclusive Discount"
"515530","Free Night"
"515565","Free Meal"
"515578","Exclusive Discount"
"515580","Free Bag"
"515586","Free Cancellation"
"515610","Free Cancellation"
"515634","Free Night"
"515639","Exclusive Discount"
"515645","Exclusive Discount"
"515666","Free Night"
"515675","Exclusive Discount"
"515684","Free Cancellation"
"515688","Free Meal"
"515694","Exclusive Discount"
"515713","Free Bag"
"515727","Free Night"
"515735","Free Meal"
"515739","Free Night"
"515751","Free Meal"
"515764","Free Bag"
"515778","Free Night"
"515802","Free Cancellation"
"515818","Free Meal"
"515831","Free Meal"
"515835","Free Meal"
"515854","Free Meal"
"515874","Free Meal"
"515891","Free Bag"
"515901","Free Bag"
"515908","Free Night"
"515941","Free Meal"
"515947","Free Night"
"515953","Exclusive Discount"
"515974","Free Meal"
"515985","Free Night"
"516001","Free Night"
"516004","Free Night"
"516006","Exclusive Discount"
"516039","Free Night"
"516053","Free Meal"
"516057","Free Night"
"516061","Free Cancellation"
"516076","Free Meal"
"516086","Free Night"
"516089","Free Meal"
"516092","Exclusive Discount"
"516105","Free Meal"
"516117","Free Meal"
"516118","Exclusive Discount"
"516127","Free Night"
"516132","Free Cancellation"
"516144","Free Meal"
"516150","Free Meal"
"516152","Free Bag"
"516176","Free Meal"
"516177","Free Bag"
"516178","Free Night"
"516211","Free Cancellation"
"516216","Free Cancellation"
"516217","Free Bag"
"516243","Free Night"
"516246","Exclusive Discount"
"516251","Free Cancellation"
"516269","Free Cancellation"
"516273","Free Meal"
"516282","Free Bag"
"516283","Free Bag"
"516287","Free Bag"
"516290","Free Cancellation"
"516296","Exclusive Discount"
"516301","Exclusive Discount"
"516340","Free Night"
"516351","Free Cancellation"
"516368","Free Cancellation"
"516375","Free Night"
"516418","Exclusive Discount"
"516420","Free Bag"
"516433","Free Night"
"516456","Free Night"
"516507","Exclusive Discount"
"516516","Free Meal"
"516528","Exclusive Discount"
"516543","Free Bag"
"516556","Free Meal"
"516561","Exclusive Discount"
"516571","Free Meal"
"516578","Free Bag"
"516579","Free Cancellation"
"516583","Free Night"
"516590","Exclusive Discount"
"516593","Free Bag"
"516594","Free Bag"
"516614","Free Bag"
"516616","Free Meal"
"516620","Free Night"
"516639","Free Meal"
"516647","Free Bag"
"516679","Free Cancellation"
"516680","Free Night"
"516682","Free Cancellation"
"516694","Free Bag"
"516697","Free Meal"
"516704","Free Cancellation"
"516732","Free Meal"
"516739","Free Meal"
"516744","Free Night"
"516763","Free Night"
"516765","Free Night"
"516789","Exclusive Discount"
"516798","Exclusive Discount"
"516806","Free Bag"
"516808","Free Bag"
"516827","Free Cancellation"
"516833","Free Night"
"516841","Exclusive Discount"
"516862","Free Bag"
"516933","Free Bag"
"516939","Exclusive Discount"
"516965","Free Meal"
"516967","Free Meal"
"516972","Free Night"
"517033","Exclusive Discount"
"517061","Free Meal"
"517064","Free Meal"
"517076","Free Cancellation"
"517105","Exclusive Discount"
"517119","Free Meal"
"517131","Free Bag"
"517142","Exclusive Discount"
"517143","Free Night"
"517150","Exclusive Discount"
"517158","Free Meal"
"517205","Free Bag"
"517212","Free Meal"
"517219","Free Night"
"517231","Exclusive Discount"
"517284","Free Meal"
"517324","Free Meal"
"517330","Free Meal"
"517356","Free Cancellation"
"517370","Free Bag"
"517392","Free Cancellation"
"517393","Free Bag"
"517397","Free Cancellation"
"517403","Free Meal"
"517415","Free Night"
"517438","Free Night"
"517445","Free Cancellation"
"517467","Free Bag"
"517486","Free Cancellation"
"517491","Free Meal"
"517543","Exclusive Discount"
"517545","Exclusive Discount"
"517548","Free Bag"
"517549","Exclusive Discount"
"517571","Exclusive Discount"
"517579","Exclusive Discount"
"517581","Free Night"
"517596","Free Meal"
"517622","Free Night"
"517633","Free Night"
"517653","Free Meal"
"517674","Exclusive Discount"
"517675","Exclusive Discount"
"517676","Free Cancellation"
"517700","Exclusive Discount"
"517715","Free Meal"
"517732","Exclusive Discount"
"517735","Exclusive Discount"
"517739","Free Meal"
"517743","Exclusive Discount"
"517772","Free Meal"
"517776","Free Meal"
"517787","Free Night"
"517803","Exclusive Discount"
"517819","Free Bag"
"517825","Free Cancellation"
"517839","Free Bag"
"517847","Exclusive Discount"
"517871","Free Night"
"517894","Free Bag"
"517898","Free Cancellation"
"517925","Free Bag"
"517931","Free Cancellation"
"517961","Free Meal"
"517967","Free Meal"
"517968","Free Cancellation"
"518012","Free Bag"
"518015","Free Night"
"518041","Free Night"
"518044","Free Meal"
"518074","Free Bag"
"518084","Free Bag"
"518092","Exclusive Discount"
"518121","Exclusive Discount"
"518127","Free Night"
"518135","Free Night"
"518191","Free Cancellation"
"518196","Free Meal"
"518211","Free Meal"
"518219","Exclusive Discount"
"518281","Exclusive Discount"
"518324","Free Cancellation"
"518334","Free Night"
"518338","Free Meal"
"518347","Free Meal"
"518348","Exclusive Discount"
"518354","Free Night"
"518372","Exclusive Discount"
"518393","Free Bag"
"518406","Free Cancellation"
"518416","Free Bag"
"518422","Free Night"
"518443","Free Meal"
"518450","Free Meal"
"518480","Free Meal"
"518495","Exclusive Discount"
"518516","Free Meal"
"518526","Free Cancellation"
"518527","Exclusive Discount"
"518533","Free Meal"
"518535","Free Bag"
"518541","Free Night"
"518567","Exclusive Discount"
"518579","Free Cancellation"
"518582","Free Bag"
"518585","Exclusive Discount"
"518612","Free Cancellation"
"518628","Free Meal"
"518629","Free Cancellation"
"518639","Free Night"
"518642","Free Meal"
"518645","Free Night"
"518694","Free Night"
"518696","Free Night"
"518711","Exclusive Discount"
"518716","Free Night"
"518722","Free Night"
"518726","Free Night"
"518735","Free Meal"
"518743","Free Night"
"518747","Exclusive Discount"
"518751","Exclusive Discount"
"518756","Free Cancellation"
"518826","Free Meal"
"518827","Free Meal"
"518865","Free Meal"
"518866","Free Bag"
"518867","Free Bag"
"518870","Free Night"
"518894","Free Night"
"518896","Free Cancellation"
"518907","Exclusive Discount"
"518922","Free Meal"
"518925","Free Meal"
"518931","Free Night"
"518954","Exclusive Discount"
"518956","Free Night"
"518963","Exclusive Discount"
"518971","Exclusive Discount"
"518998","Free Bag"
"519014","Free Night"
"519059","Free Night"
"519079","Free Bag"
"519089","Free Bag"
"519091","Exclusive Discount"
"519096","Exclusive Discount"
"519114","Free Bag"
"519117","Exclusive Discount"
"519137","Free Night"
"519140","Free Cancellation"
"519171","Free Bag"
"519191","Free Night"
"519205","Free Night"
"519210","Free Cancellation"
"519211","Free Bag"
"519248","Free Bag"
"519254","Free Cancellation"
"519260","Free Meal"
"519267","Free Bag"
"519285","Free Bag"
"519312","Free Meal"
"519313","Free Meal"
"519335","Free Meal"
"519348","Free Night"
"519353","Free Meal"
"519357","Free Meal"
"519368","Free Night"
"519383","Free Cancellation"
"519392","Free Meal"
"519393","Free Meal"
"519406","Free Night"
"519412","Exclusive Discount"
"519419","Free Night"
"519430","Free Night"
"519446","Free Bag"
"519469","Free Night"
"519515","Free Bag"
"519529","Free Meal"
"519532","Exclusive Discount"
"519541","Free Night"
"519548","Free Night"
"519554","Free Bag"
"519561","Free Meal"
"519595","Exclusive Discount"
"519596","Free Meal"
"519604","Free Cancellation"
"519626","Free Meal"
"519631","Free Night"
"519664","Exclusive Discount"
"519687","Free Night"
"519694","Free Cancellation"
"519695","Exclusive Discount"
"519706","Free Meal"
"519709","Free Cancellation"
"519718","Free Meal"
"519722","Free Meal"
"519725","Free Meal"
"519726","Free Bag"
"519747","Free Cancellation"
"519769","Free Meal"
"519774","Free Meal"
"519787","Free Bag"
"519799","Exclusive Discount"
"519846","Free Meal"
"519848","Exclusive Discount"
"519853","Free Night"
"519859","Exclusive Discount"
"519885","Free Cancellation"
"519888","Free Night"
"519893","Free Cancellation"
"519896","Free Bag"
"519897","Free Night"
"519905","Free Bag"
"519911","Free Night"
"519912","Free Cancellation"
"519943","Free Meal"
"519955","Exclusive Discount"
"519957","Free Night"
"519961","Free Cancellation"
"519965","Free Night"
"519982","Free Bag"
"520054","Free Meal"
"520063","Free Meal"
"520097","Exclusive Discount"
"520106","Free Meal"
"520141","Free Cancellation"
"520152","Free Meal"
"520170","Free Meal"
"520175","Exclusive Discount"
"520177","Free Bag"
"520182","Free Meal"
"520188","Free Night"
"520193","Free Bag"
"520225","Free Meal"
"520244","Free Night"
"520248","Free Meal"
"520250","Free Cancellation"
"520256","Free Cancellation"
"520265","Free Meal"
"520277","Free Night"
"520291","Free Bag"
"520298","Exclusive Discount"
"520307","Free Night"
"520311","Free Meal"
"520314","Free Meal"
"520327","Exclusive Discount"
"520358","Free Cancellation"
"520373","Free Meal"
"520397","Free Cancellation"
"520405","Exclusive Discount"
"520411","Exclusive Discount"
"520422","Exclusive Discount"
"520429","Free Cancellation"
"520436","Free Cancellation"
"520440","Free Night"
"520480","Free Night"
"520491","Free Meal"
"520497","Exclusive Discount"
"520527","Free Night"
"520530","Free Night"
"520532","Free Night"
"520539","Free Night"
"520556","Free Night"
"520558","Free Bag"
"520561","Free Night"
"520603","Free Night"
"520619","Free Meal"
"520680","Exclusive Discount"
"520696","Free Cancellation"
"520708","Exclusive Discount"
"520719","Free Bag"
"520733","Free Night"
"520745","Free Night"
"520762","Exclusive Discount"
"520770","Free Cancellation"
"520771","Free Meal"
"520780","Free Meal"
"520783","Free Night"
"520804","Exclusive Discount"
"520819","Free Meal"
"520821","Free Bag"
"520844","Free Meal"
"520851","Free Meal"
"520861","Free Cancellation"
"520877","Free Bag"
"520878","Free Bag"
"520882","Exclusive Discount"
"520885","Free Cancellation"
"520898","Free Bag"
"520902","Free Cancellation"
"520920","Free Night"
"520934","Exclusive Discount"
"520947","Free Cancellation"
"520959","Free Night"
"521000","Exclusive Discount"
"521004","Free Cancellation"
"521009","Free Meal"
"521031","Free Cancellation"
"521033","Free Meal"
"521044","Free Bag"
"521060","Free Night"
"521062","Free Meal"
"521065","Exclusive Discount"
"521066","Free Bag"
"521070","Free Meal"
"521109","Free Meal"
"521127","Free Night"
"521152","Free Bag"
"521170","Exclusive Discount"
"521185","Free Meal"
"521186","Free Bag"
"521187","Free Meal"
"521192","Exclusive Discount"
"521201","Free Meal"
"521211","Free Night"
"521212","Exclusive Discount"
"521235","Exclusive Discount"
"521250","Exclusive Discount"
"521259","Exclusive Discount"
"521282","Free Night"
"521286","Free Night"
"521293","Free Bag"
"521295","Exclusive Discount"
"521298","Free Night"
"521309","Free Meal"
"521316","Exclusive Discount"
"521331","Free Meal"
"521335","Free Night"
"521343","Exclusive Discount"
"521379","Free Meal"
"521392","Free Bag"
"521404","Free Cancellation"
"521408","Exclusive Discount"
"521416","Free Night"
"521434","Free Bag"
"521462","Free Meal"
"521474","Free Bag"
"521491","Free Night"
"521509","Free Bag"
"521510","Free Bag"
"521514","Exclusive Discount"
"521587","Free Cancellation"
"521607","Exclusive Discount"
"521609","Free Meal"
"521642","Free Meal"
"521657","Free Bag"
"521658","Free Cancellation"
"521663","Free Night"
"521695","Free Cancellation"
"521708","Exclusive Discount"
"521719","Exclusive Discount"
"521720","Free Bag"
"521743","Free Cancellation"
"521748","Free Night"
"521768","Free Cancellation"
"521785","Free Night"
"521814","Free Meal"
"521818","Free Night"
"521859","Free Cancellation"
"521865","Free Meal"
"521883","Free Bag"
"521884","Exclusive Discount"
"521885","Free Meal"
"521904","Free Meal"
"521921","Free Meal"
"521925","Free Night"
"521941","Free Night"
"521943","Free Bag"
"521956","Free Cancellation"
"521963","Exclusive Discount"
"521986","Free Meal"
"521992","Free Meal"
"521997","Exclusive Discount"
"522001","Free Night"
"522005","Free Meal"
"522062","Free Cancellation"
"522086","Free Night"
"522111","Free Cancellation"
"522112","Free Night"
"522115","Free Meal"
"522118","Free Cancellation"
"522134","Free Night"
"522152","Free Cancellation"
"522171","Exclusive Discount"
"522179","Exclusive Discount"
"522184","Exclusive Discount"
"522201","Free Night"
"522223","Free Meal"
"522233","Free Night"
"522237","Free Night"
"522263","Exclusive Discount"
"522265","Free Meal"
"522276","Free Bag"
"522286","Free Bag"
"522315","Exclusive Discount"
"522323","Free Cancellation"
"522364","Free Night"
"522373","Free Meal"
"522375","Free Night"
"522387","Free Night"
"522402","Free Bag"
"522420","Free Bag"
"522426","Free Meal"
"522427","Exclusive Discount"
"522438","Free Meal"
"522441","Free Night"
"522445","Free Bag"
"522457","Free Meal"
"522465","Free Bag"
"522476","Free Cancellation"
"522484","Free Bag"
"522513","Free Cancellation"
"522523","Free Meal"
"522532","Free Cancellation"
"522533","Free Bag"
"522585","Exclusive Discount"
"522607","Free Night"
"522624","Free Night"
"522631","Free Bag"
"522633","Free Night"
"522634","Free Cancellation"
"522639","Exclusive Discount"
"522654","Exclusive Discount"
"522687","Free Meal"
"522738","Free Bag"
"522745","Free Bag"
"522748","Free Night"
"522761","Free Cancellation"
"522788","Free Night"
"522800","Free Cancellation"
"522809","Free Bag"
"522873","Free Night"
"522898","Free Bag"
"522911","Free Night"
"522927","Free Night"
"522937","Free Night"
"522939","Free Meal"
"522943","Free Meal"
"522944","Free Bag"
"522970","Exclusive Discount"
"522981","Free Night"
"522999","Free Cancellation"
"523030","Exclusive Discount"
"523057","Free Night"
"523073","Free Meal"
"523077","Free Bag"
"523090","Exclusive Discount"
"523098","Exclusive Discount"
"523146","Exclusive Discount"
"523158","Free Meal"
"523209","Free Meal"
"523228","Exclusive Discount"
"523231","Free Bag"
"523256","Free Bag"
"523271","Free Bag"
"523273","Free Bag"
"523290","Free Cancellation"
"523299","Free Bag"
"523301","Free Bag"
"523335","Free Bag"
"523338","Free Meal"
"523392","Exclusive Discount"
"523395","Free Bag"
"523442","Free Meal"
"523454","Free Meal"
"523465","Exclusive Discount"
"523474","Free Cancellation"
"523484","Free Cancellation"
"523503","Free Meal"
"523505","Free Cancellation"
"523511","Free Cancellation"
"523513","Free Bag"
"523517","Free Bag"
"523526","Free Night"
"523546","Free Meal"
"523559","Free Bag"
"523612","Free Meal"
"523619","Free Night"
"523657","Free Bag"
"523666","Exclusive Discount"
"523686","Free Night"
"523690","Exclusive Discount"
"523700","Free Meal"
"523710","Exclusive Discount"
"523715","Free Cancellation"
"523717","Free Night"
"523729","Free Night"
"523735","Exclusive Discount"
"523746","Free Night"
"523756","Exclusive Discount"
"523768","Free Meal"
"523771","Free Meal"
"523787","Free Meal"
"523800","Free Bag"
"523807","Free Night"
"523819","Free Night"
"523824","Exclusive Discount"
"523841","Free Cancellation"
"523842","Free Night"
"523845","Free Meal"
"523846","Free Night"
"523860","Free Meal"
"523866","Free Bag"
"523877","Free Bag"
"523887","Free Night"
"523913","Free Meal"
"523938","Free Bag"
"523981","Free Cancellation"
"524001","Free Cancellation"
"524012","Free Cancellation"
"524031","Free Cancellation"
"524036","Free Night"
"524038","Free Night"
"524043","Free Night"
"524046","Free Meal"
"524052","Exclusive Discount"
"524057","Free Meal"
"524076","Free Cancellation"
"524080","Free Bag"
"524098","Free Night"
"524116","Free Cancellation"
"524120","Free Bag"
"524151","Exclusive Discount"
"524167","Free Night"
"524169","Free Meal"
"524172","Free Night"
"524180","Free Meal"
"524194","Free Cancellation"
"524200","Free Night"
"524211","Exclusive Discount"
"524214","Free Night"
"524226","Exclusive Discount"
"524244","Free Bag"
"524251","Free Night"
"524278","Free Meal"
"524313","Free Bag"
"524318","Free Night"
"524328","Free Bag"
"524358","Free Cancellation"
"524365","Free Cancellation"
"524383","Exclusive Discount"
"524407","Free Bag"
"524412","Free Night"
"524419","Free Meal"
"524448","Free Cancellation"
"524473","Exclusive Discount"
"524484","Free Bag"
"524511","Free Bag"
"524572","Free Meal"
"524606","Free Bag"
"524607","Free Cancellation"
"524615","Exclusive Discount"
"524620","Free Night"
"524628","Free Cancellation"
"524637","Exclusive Discount"
"524644","Free Bag"
"524650","Free Night"
"524663","Free Night"
"524668","Free Cancellation"
"524682","Free Night"
"524722","Free Meal"
"524728","Free Night"
"524739","Exclusive Discount"
"524766","Free Night"
"524797","Free Meal"
"524805","Free Meal"
"524807","Free Night"
"524821","Free Cancellation"
"524834","Free Night"
"524842","Free Night"
"524849","Free Night"
"524861","Free Cancellation"
"524880","Free Night"
"524885","Exclusive Discount"
"524895","Exclusive Discount"
"524909","Exclusive Discount"
"524913","Free Night"
"524923","Exclusive Discount"
"524926","Exclusive Discount"
"524929","Free Cancellation"
"524940","Free Meal"
"524980","Exclusive Discount"
"525022","Free Cancellation"
"525034","Free Bag"
"525043","Free Night"
"525053","Exclusive Discount"
"525056","Free Night"
"525081","Free Meal"
"525089","Free Bag"
"525102","Free Bag"
"525106","Exclusive Discount"
"525168","Free Meal"
"525175","Free Meal"
"525176","Free Meal"
"525201","Free Cancellation"
"525212","Free Night"
"525227","Free Night"
"525234","Free Cancellation"
"525244","Free Bag"
"525265","Free Night"
"525281","Exclusive Discount"
"525308","Free Meal"
"525323","Free Bag"
"525332","Free Cancellation"
"525356","Free Meal"
"525377","Free Night"
"525379","Exclusive Discount"
"525389","Free Bag"
"525405","Free Bag"
"525410","Free Cancellation"
"525415","Free Night"
"525447","Free Night"
"525488","Free Bag"
"525515","Free Meal"
"525529","Free Bag"
"525546","Free Meal"
"525555","Free Meal"
"525591","Exclusive Discount"
"525610","Free Cancellation"
"525611","Free Bag"
"525615","Free Cancellation"
"525631","Free Cancellation"
"525647","Free Meal"
"525671","Exclusive Discount"
"525684","Free Meal"
"525716","Exclusive Discount"
"525722","Exclusive Discount"
"525734","Free Meal"
"525761","Free Night"
"525769","Free Cancellation"
"525789","Free Meal"
"525804","Free Meal"
"525806","Free Night"
"525824","Free Bag"
"525842","Free Cancellation"
"525844","Exclusive Discount"
"525848","Free Meal"
"525864","Free Night"
"525879","Free Meal"
"525920","Free Cancellation"
"525975","Free Cancellation"
"525996","Free Cancellation"
"526032","Free Night"
"526036","Free Night"
"526062","Exclusive Discount"
"526079","Exclusive Discount"
"526084","Free Cancellation"
"526102","Exclusive Discount"
"526144","Free Meal"
"526154","Free Meal"
"526174","Exclusive Discount"
"526179","Free Cancellation"
"526184","Free Night"
"526203","Free Bag"
"526206","Free Night"
"526221","Exclusive Discount"
"526235","Free Cancellation"
"526239","Free Bag"
"526256","Free Cancellation"
"526258","Free Meal"
"526291","Free Night"
"526297","Free Cancellation"
"526303","Free Night"
"526308","Free Cancellation"
"526332","Free Bag"
"526354","Free Night"
"526365","Free Bag"
"526367","Free Bag"
"526372","Free Bag"
"526378","Free Meal"
"526409","Free Cancellation"
"526431","Free Cancellation"
"526435","Free Meal"
"526443","Free Bag"
"526445","Free Night"
"526471","Free Cancellation"
"526490","Free Night"
"526492","Exclusive Discount"
"526495","Free Meal"
"526540","Free Night"
"526565","Exclusive Discount"
"526570","Free Night"
"526628","Free Meal"
"526668","Free Meal"
"526676","Free Night"
"526683","Free Bag"
"526690","Free Meal"
"526711","Free Night"
"526727","Free Meal"
"526729","Exclusive Discount"
"526740","Exclusive Discount"
"526759","Exclusive Discount"
"526782","Free Night"
"526789","Free Cancellation"
"526837","Free Cancellation"
"526855","Free Bag"
"526858","Free Night"
"526867","Free Night"
"526872","Free Meal"
"526873","Free Night"
"526900","Free Night"
"526901","Exclusive Discount"
"526905","Free Cancellation"
"526913","Free Meal"
"526916","Free Meal"
"526925","Exclusive Discount"
"526950","Free Night"
"526959","Free Bag"
"526970","Free Cancellation"
"527001","Free Meal"
"527004","Free Bag"
"527019","Free Night"
"527038","Exclusive Discount"
"527046","Free Meal"
"527075","Free Meal"
"527081","Free Meal"
"527082","Free Night"
"527109","Free Bag"
"527130","Free Bag"
"527132","Exclusive Discount"
"527133","Free Night"
"527141","Free Cancellation"
"527142","Free Night"
"527150","Free Bag"
"527154","Exclusive Discount"
"527158","Free Cancellation"
"527187","Free Meal"
"527197","Free Night"
"527219","Free Bag"
"527232","Free Night"
"527253","Exclusive Discount"
"527280","Free Night"
"527321","Free Night"
"527326","Exclusive Discount"
"527344","Free Meal"
"527346","Free Cancellation"
"527354","Free Night"
"527359","Free Bag"
"527365","Free Meal"
"527389","Free Meal"
"527393","Exclusive Discount"
"527396","Exclusive Discount"
"527401","Free Cancellation"
"527406","Free Bag"
"527445","Free Night"
"527451","Exclusive Discount"
"527452","Exclusive Discount"
"527455","Free Cancellation"
"527464","Free Bag"
"527467","Exclusive Discount"
"527470","Free Bag"
"527490","Free Meal"
"527507","Free Night"
"527508","Free Bag"
"527518","Free Bag"
"527524","Free Night"
"527536","Free Cancellation"
"527541","Free Night"
"527552","Free Meal"
"527560","Free Night"
"527564","Free Cancellation"
"527585","Exclusive Discount"
"527605","Free Bag"
"527689","Free Night"
"527690","Free Cancellation"
"527726","Free Night"
"527735","Free Bag"
"527750","Free Meal"
"527782","Free Meal"
"527783","Free Bag"
"527801","Free Meal"
"527824","Free Cancellation"
"527850","Free Meal"
"527857","Free Night"
"527886","Free Bag"
"527928","Free Night"
"527944","Free Night"
"527945","Free Meal"
"527984","Free Meal"
"527987","Free Meal"
"527995","Free Night"
"528020","Free Bag"
"528028","Exclusive Discount"
"528046","Exclusive Discount"
"528061","Free Cancellation"
"528098","Free Night"
"528105","Free Bag"
"528122","Free Meal"
"528137","Free Night"
"528139","Free Meal"
"528158","Free Night"
"528164","Free Cancellation"
"528179","Free Night"
"528186","Free Cancellation"
"528193","Free Bag"
"528216","Free Night"
"528242","Free Meal"
"528244","Free Night"
"528248","Free Cancellation"
"528281","Free Cancellation"
"528322","Free Bag"
"528330","Free Night"
"528354","Free Night"
"528372","Free Meal"
"528378","Free Night"
"528379","Exclusive Discount"
"528411","Free Night"
"528413","Free Night"
"528417","Free Bag"
"528421","Exclusive Discount"
"528455","Free Bag"
"528461","Exclusive Discount"
"528490","Free Bag"
"528500","Free Cancellation"
"528522","Free Bag"
"528528","Free Night"
"528542","Free Meal"
"528567","Free Night"
"528580","Free Bag"
"528612","Free Meal"
"528657","Free Cancellation"
"528661","Free Night"
"528683","Free Bag"
"528688","Free Night"
"528690","Free Meal"
"528706","Free Night"
"528723","Free Meal"
"528735","Free Meal"
"528743","Free Bag"
"528744","Free Cancellation"
"528777","Exclusive Discount"
"528816","Free Meal"
"528826","Exclusive Discount"
"528827","Exclusive Discount"
"528828","Exclusive Discount"
"528829","Free Bag"
"528839","Free Cancellation"
"528842","Free Meal"
"528844","Free Night"
"528906","Free Night"
"528909","Free Night"
"528929","Free Meal"
"528930","Free Night"
"528936","Free Meal"
"528942","Free Meal"
"528953","Free Night"
"528965","Free Bag"
"528967","Exclusive Discount"
"528995","Free Bag"
"528999","Free Bag"
"529019","Free Cancellation"
"529023","Free Bag"
"529048","Free Meal"
"529050","Free Bag"
"529082","Free Night"
"529205","Free Cancellation"
"529214","Free Meal"
"529216","Free Night"
"529224","Free Cancellation"
"529229","Free Bag"
"529231","Free Bag"
"529237","Free Meal"
"529249","Exclusive Discount"
"529284","Free Night"
"529309","Free Cancellation"
"529332","Free Bag"
"529338","Free Cancellation"
"529362","Free Bag"
"529406","Free Night"
"529420","Free Meal"
"529421","Free Cancellation"
"529422","Free Night"
"529424","Free Meal"
"529428","Free Meal"
"529436","Exclusive Discount"
"529488","Free Bag"
"529501","Exclusive Discount"
"529502","Free Night"
"529510","Free Meal"
"529513","Free Cancellation"
"529520","Exclusive Discount"
"529566","Free Night"
"529602","Free Cancellation"
"529677","Exclusive Discount"
"529678","Exclusive Discount"
"529689","Free Meal"
"529695","Free Cancellation"
"529704","Free Bag"
"529734","Free Cancellation"
"529737","Free Night"
"529768","Exclusive Discount"
"529781","Free Meal"
"529783","Exclusive Discount"
"529787","Free Meal"
"529801","Free Meal"
"529831","Free Bag"
"529840","Free Night"
"529845","Exclusive Discount"
"529857","Free Meal"
"529879","Free Cancellation"
"529887","Free Night"
"529913","Free Night"
"529940","Free Meal"
"529972","Exclusive Discount"
"530004","Exclusive Discount"
"530039","Free Cancellation"
"530090","Free Meal"
"530118","Free Cancellation"
"530188","Free Bag"
"530196","Free Cancellation"
"530199","Free Cancellation"
